CD_MUN,CIDADE,UF,LAT,LON
2310704,Pentecoste,CE,-3.886752,-39.280255
2310803,Pereiro,CE,-6.037036,-38.465172
2310852,Pindoretama,CE,-4.029031,-38.300265
2310902,Piquet Carneiro,CE,-5.794954,-39.423715
2310951,Pires Ferreira,CE,-4.245117,-40.653374
2311009,Poranga,CE,-4.747578,-40.924242
2311108,Porteiras,CE,-7.5356,-39.11719
2311207,Potengi,CE,-7.088814,-40.024323
2311231,Potiretama,CE,-5.739527,-38.19098
2311264,Quiterianópolis,CE,-5.977033,-40.728272
2311306,Quixadá,CE,-4.96123,-39.04262
2311355,Quixelô,CE,-6.274743,-39.346216
2311405,Quixeramobim,CE,-5.199256,-39.300842
2311504,Quixeré,CE,-5.052629,-37.964485
2311603,Redenção,CE,-4.217876,-38.727986
2311702,Reriutaba,CE,-4.128956,-40.593563
2311801,Russas,CE,-4.915294,-38.031383
2311900,Saboeiro,CE,-6.521407,-39.936475
2311959,Salitre,CE,-7.149415,-40.596453
2312007,Santana do Acaraú,CE,-3.468422,-40.217262
2312106,Santana do Cariri,CE,-7.194785,-39.755692
2312205,Santa Quitéria,CE,-4.357304,-40.139384
2312304,São Benedito,CE,-4.039277,-40.882101
2312403,São Gonçalo do Amarante,CE,-3.602263,-38.984095
2312502,São João do Jaguaribe,CE,-5.263859,-38.272856
2312601,São Luís do Curu,CE,-3.676449,-39.232045
2312700,Senador Pompeu,CE,-5.586197,-39.352834
2312809,Senador Sá,CE,-3.353535,-40.470388
2312908,Sobral,CE,-3.690883,-40.350064
2313005,Solonópole,CE,-5.710602,-39.064102
2313104,Tabuleiro do Norte,CE,-5.24705,-38.128331
2313203,Tamboril,CE,-4.864296,-40.290672
2313252,Tarrafas,CE,-6.674425,-39.774463
2313302,Tauá,CE,-6.114572,-40.313555
2313351,Tejuçuoca,CE,-3.988711,-39.570858
2313401,Tianguá,CE,-3.833114,-40.997638
2313500,Trairi,CE,-3.358711,-39.258281
2313559,Tururu,CE,-3.59327,-39.420937
2313609,Ubajara,CE,-3.848524,-40.897726
2313708,Umari,CE,-6.647148,-38.699901
2313757,Umirim,CE,-3.677512,-39.349736
2313807,Uruburetama,CE,-3.620898,-39.507716
2313906,Uruoca,CE,-3.316452,-40.556354
2313955,Varjota,CE,-4.186114,-40.481761
2314003,Várzea Alegre,CE,-6.782219,-39.336271
2314102,Viçosa do Ceará,CE,-3.563466,-41.036239
2400109,Acari,RN,-6.433756,-36.628305
2400208,Açu,RN,-5.577634,-36.914284
2400307,Afonso Bezerra,RN,-5.481504,-36.503949
2400406,Água Nova,RN,-6.213923,-38.299337
2400505,Alexandria,RN,-6.395964,-38.018496
2400604,Almino Afonso,RN,-6.149141,-37.77665
2400703,Alto do Rodrigues,RN,-5.289774,-36.752428
2400802,Angicos,RN,-5.689328,-36.576222
2400901,Antônio Martins,RN,-6.212336,-37.913803
2401008,Apodi,RN,-5.65331,-37.792886
2401107,Areia Branca,RN,-4.974982,-37.115656
2401206,Arês,RN,-6.18681,-35.159119
2401305,Augusto Severo,RN,-5.851789,-36.97238
2401404,Baía Formosa,RN,-6.370166,-35.012281
2401453,Baraúna,RN,-5.014863,-37.556369
2401503,Barcelona,RN,-5.948737,-35.930725
2401602,Bento Fernandes,RN,-5.69624,-35.807908
2401651,Bodó,RN,-5.980325,-36.422592
2401701,Bom Jesus,RN,-5.985196,-35.584215
2401800,Brejinho,RN,-6.190741,-35.32408
2401859,Caiçara do Norte,RN,-5.074539,-36.051255
2401909,Caiçara do Rio do Vento,RN,-5.764654,-35.982671
2402006,Caicó,RN,-6.464715,-37.082768
2402105,Campo Redondo,RN,-6.231231,-36.18837
2402204,Canguaretama,RN,-6.369752,-35.1334
2402303,Caraúbas,RN,-5.783099,-37.556018
2402402,Carnaúba dos Dantas,RN,-6.592374,-36.601987
2402501,Carnaubais,RN,-5.330625,-36.826534
2402600,Ceará-Mirim,RN,-5.578232,-35.392892
2402709,Cerro Corá,RN,-6.050006,-36.350428
2402808,Coronel Ezequiel,RN,-6.373192,-36.218835
2402907,Coronel João Pessoa,RN,-6.243431,-38.341693
2403004,Cruzeta,RN,-6.418939,-36.784391
2403103,Currais Novos,RN,-6.260744,-36.514258
2403202,Doutor Severiano,RN,-6.10242,-38.414645
2403251,Parnamirim,RN,-5.920127,-35.216878
2403301,Encanto,RN,-6.103221,-38.301181
2403400,Equador,RN,-6.940484,-36.715704
2403509,Espírito Santo,RN,-6.326542,-35.312373
2403608,Extremoz,RN,-5.692699,-35.271419
2403707,Felipe Guerra,RN,-5.602938,-37.691994
2403756,Fernando Pedroza,RN,-5.693429,-36.43063
2403806,Florânia,RN,-6.133189,-36.799877
2403905,Francisco Dantas,RN,-6.086485,-38.164155
2404002,Frutuoso Gomes,RN,-6.138202,-37.916999
2404101,Galinhos,RN,-5.116894,-36.263552
2404200,Goianinha,RN,-6.253703,-35.209951
2404309,Governador Dix-Sept Rosado,RN,-5.426623,-37.521017
2404408,Grossos,RN,-4.997183,-37.160109
2404507,Guamaré,RN,-5.14322,-36.336743
2404606,Ielmo Marinho,RN,-5.835526,-35.544703
2404705,Ipanguaçu,RN,-5.520887,-36.848161
2404804,Ipueira,RN,-6.813185,-37.209078
2404853,Itajá,RN,-5.675281,-36.842765
2404903,Itaú,RN,-5.838423,-37.991607
2405009,Jaçanã,RN,-6.411105,-36.198179
2405108,Jandaíra,RN,-5.370764,-36.024728
2405207,Janduís,RN,-6.008896,-37.400804
2405306,Januário Cicco,RN,-6.147233,-35.626797
2405405,Japi,RN,-6.460334,-35.944513
2405504,Jardim de Angicos,RN,-5.637751,-35.971496
2405603,Jardim de Piranhas,RN,-6.378504,-37.342121
2405702,Jardim do Seridó,RN,-6.595238,-36.768291
2405801,João Câmara,RN,-5.551638,-35.889917
2405900,João Dias,RN,-6.268841,-37.801121
2406007,José da Penha,RN,-6.310674,-38.281734
2406106,Jucurutu,RN,-6.044947,-37.015175
2406155,Jundiá,RN,-6.27517,-35.35361
2406205,Lagoa d'Anta,RN,-6.386112,-35.588518
2406304,Lagoa de Pedras,RN,-6.155876,-35.45726
2406403,Lagoa de Velhos,RN,-6.00606,-35.89149
2406502,Lagoa Nova,RN,-6.080639,-36.488948
2406601,Lagoa Salgada,RN,-6.117326,-35.474074
2406700,Lajes,RN,-5.687955,-36.253002
2406809,Lajes Pintadas,RN,-6.154861,-36.114763
2406908,Lucrécia,RN,-6.107674,-37.810505
2407005,Luís Gomes,RN,-6.417067,-38.388836
2407104,Macaíba,RN,-5.90956,-35.359492
2407203,Macau,RN,-5.10859,-36.550548
2407252,Major Sales,RN,-6.406386,-38.31404
2407302,Marcelino Vieira,RN,-6.301801,-38.166265
2407401,Martins,RN,-6.113773,-37.924797
2407500,Maxaranguape,RN,-5.510396,-35.342411
2407609,Messias Targino,RN,-6.07719,-37.50991
2407708,Montanhas,RN,-6.471292,-35.275592
2407807,Monte Alegre,RN,-6.067788,-35.336083
2407906,Monte das Gameleiras,RN,-6.432908,-35.790813
2408003,Mossoró,RN,-5.284114,-37.314855
2408102,Natal,RN,-5.83955,-35.205178
2408201,Nísia Floresta,RN,-6.114948,-35.203887
2408300,Nova Cruz,RN,-6.482166,-35.433045
2408409,Olho-d'Água do Borges,RN,-5.950676,-37.712295
2408508,Ouro Branco,RN,-6.682727,-36.949495
2408607,Paraná,RN,-6.46111,-38.317083
2408706,Paraú,RN,-5.778996,-37.096709
2408805,Parazinho,RN,-5.257724,-35.832059
2408904,Parelhas,RN,-6.695244,-36.663005
2408953,Rio do Fogo,RN,-5.312732,-35.395606
2409001,Passa e Fica,RN,-6.428049,-35.648756
2409100,Passagem,RN,-6.275721,-35.373528
2409209,Passa e Fica,RN,-6.428049,-35.648756
2409308,Patu,RN,-6.102736,-37.644544
2409332,Santa Maria,RN,-5.83408,-35.691741
2409407,Pau dos Ferros,RN,-6.115423,-38.211488
2409506,Pedra Grande,RN,-5.16411,-35.514356
2409605,Pedra Preta,RN,-5.551288,-36.11246
2409704,Pedro Avelino,RN,-5.495395,-36.384097
2409803,Pedro Velho,RN,-6.446748,-35.223209
2409902,Pendências,RN,-5.253816,-36.750905
2410009,Pilões,RN,-6.259271,-38.024038
2410108,Poço Branco,RN,-5.613164,-35.682384
2410207,Portalegre,RN,-6.018394,-37.994555
2410256,Porto do Mangue,RN,-5.092481,-36.764577
2410306,Presidente Juscelino,RN,-6.125719,-35.698413
2410405,Pureza,RN,-5.448143,-35.577685
2410504,Rafael Fernandes,RN,-6.190659,-38.217364
2410603,Rafael Godeiro,RN,-6.063146,-37.697893
2410702,Riacho da Cruz,RN,-5.936586,-37.956775
2410801,Riacho de Santana,RN,-6.261449,-38.321519
2410900,Riachuelo,RN,-5.819424,-35.847202
2411007,Rodolfo Fernandes,RN,-5.79574,-38.049894
2411056,Tibau,RN,-4.83792,-37.245672
2411106,Ruy Barbosa,RN,-5.880735,-35.939839
2411205,Santa Cruz,RN,-6.222836,-36.020653
2411403,Santana do Matos,RN,-5.949253,-36.644314
2411429,Santana do Seridó,RN,-6.780586,-36.735804
2411502,Santo Antônio,RN,-6.310509,-35.480947
2411601,São Bento do Norte,RN,-5.095145,-36.083452
2411700,São Bento do Trairí,RN,-6.341941,-36.084788
2411809,São Fernando,RN,-6.380821,-37.189885
2411908,São Francisco do Oeste,RN,-5.981682,-38.147701
2412005,São Gonçalo do Amarante,RN,-5.789175,-35.340114
2412104,São João do Sabugi,RN,-6.717102,-37.210922
2412203,São José de Mipibu,RN,-6.102687,-35.282703
2412302,São José do Campestre,RN,-6.315047,-35.718688
2412401,São José do Seridó,RN,-6.441706,-36.851926
2412500,São Miguel,RN,-6.201034,-38.49103
2412559,São Miguel do Gostoso,RN,-5.173625,-35.586813
2412609,São Paulo do Potengi,RN,-5.895649,-35.768501
2412708,São Pedro,RN,-5.898574,-35.640874
2412807,São Rafael,RN,-5.742493,-36.87382
2412906,São Tomé,RN,-5.925934,-36.069702
2413003,São Vicente,RN,-6.238787,-36.672626
2413102,Senador Elói de Souza,RN,-6.038206,-35.65477
2413201,Senador Georgino Avelino,RN,-6.169535,-35.154541
2413300,Serra de São Bento,RN,-6.414005,-35.681109
2413359,Serra do Mel,RN,-5.171173,-37.037541
2413409,Serra Negra do Norte,RN,-6.591374,-37.425152
2413508,Serrinha,RN,-6.283489,-35.516543
2413557,Serrinha dos Pintos,RN,-6.104989,-37.957575
2413607,Severiano Melo,RN,-5.8239,-37.943922
2413706,Sítio Novo,RN,-6.102109,-36.041555
2413805,Taboleiro Grande,RN,-5.940393,-38.000183
2413904,Taipu,RN,-5.614962,-35.588719
2414001,Tangará,RN,-6.199004,-35.805436
2414100,Tenente Ananias,RN,-6.448213,-38.176324
2414159,Tenente Laurentino Cruz,RN,-6.137634,-36.719626
2414209,Tibau do Sul,RN,-6.228839,-35.102515
2414308,Timbaúba dos Batistas,RN,-6.459212,-37.263055
2414407,Touros,RN,-5.325795,-35.626537
2414456,Triunfo Potiguar,RN,-5.872243,-37.194315
2414506,Umarizal,RN,-5.999743,-37.815962
2414605,Upanema,RN,-5.646826,-37.223394
2414704,Várzea,RN,-6.344817,-35.381623
2414753,Venha-Ver,RN,-6.328774,-38.488813
2414803,Vera Cruz,RN,-6.024256,-35.431766
2414902,Viçosa,RN,-5.983946,-37.946445
2415008,Vila Flor,RN,-6.323617,-35.077264
